Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	207057500000	183356000000	683387500000	6370009555	6387691625	6324689735	19670029505	17290025935	13650020475	44170066255	0	0	0	90370135555	18830028245	1540002310	2450003675	201810302715	195090292635	174930262395	713651070475	700351050525	840001260	144015320330	105615668375	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	3450000000	2990000000	12673000000	0	87502625	101503045	140000210	70000105	70000105	280000420	0	0	0	1610002415	140000210	0	0	3080004620	2660003990	3010004515	14210021315	14070021105	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	[Unknown]	0xe850
[Loop@0x20198 in stbi__parse_zlib]	2346000000	1667500000	4209000000	0	56001680	63001890	560000840	280000420	0	210000315	140000210	0	0	630000945	0	0	210000315	1750002625	1190001785	1050001575	5530008295	3640005460	0	658019740	476014280	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
func@0xe704	1345500000	1035000000	103500000	0	21000630	31500945	1680002520	980001470	70000105	0	0	0	0	140000210	0	0	0	140000210	70000105	0	0	70000105	0	45501365	0	0	0	0	0	libgomp.so.1.0.0	func@0xe704	[Unknown]	0xe704
GOMP_loop_maybe_nonmonotonic_runtime_next	563500000	425500000	207000000	140000210	7000210	31500945	350000525	140000210	70000105	280000420	0	0	0	210000315	0	0	0	140000210	210000315	0	420000630	560000840	70000105	38501155	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_maybe_nonmonotonic_runtime_next	[Unknown]	0xffe0
[Loop@0x1f620 in func@0x1f5fd]	563500000	276000000	138000000	0	14000420	10500315	210000315	210000315	70000105	0	0	0	0	0	0	0	0	140000210	0	0	70000105	280000420	0	28000840	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
clear_page_erms	563500000	506000000	0	0	31500945	56001680	1260001890	0	0	0	0	0	0	210000315	0	280000420	350000525	70000105	70000105	0	70000105	140000210	0	3500105	45501365	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x1f7d8 in func@0x1f784]	540500000	586500000	230000000	0	17500525	10500315	630000945	350000525	0	0	0	0	0	70000105	0	0	140000210	210000315	70000105	0	840001260	420000630	0	31500945	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x205c0 in stbi__parse_zlib]	448500000	437000000	425500000	0	14000420	7000210	140000210	210000315	70000105	350000525	0	0	0	210000315	0	0	70000105	280000420	210000315	70000105	700001050	280000420	0	126003780	126003780	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0x1dd60 in stbi__create_png_image_raw]	402500000	333500000	1288000000	0	10500315	3500105	0	0	0	0	0	0	0	70000105	0	0	0	490000735	490000735	420000630	1400002100	1330001995	0	476014280	143504305	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	230000000	218500000	701500000	0	0	38501155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
__memcpy_avx_unaligned_erms	218500000	138000000	0	0	17500525	38501155	910001365	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	14000420	0	0	0	0	0	libc.so.6	__memcpy_avx_unaligned_erms	[Unknown]	0x152a80
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	103500000	69000000	23000000	70000105	3500105	0	70000105	70000105	70000105	0	0	1750105	0	70000105	70000105	140000210	0	0	70000105	0	0	70000105	0	17500525	14000420	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
[Loop@0x1ab20 in stbi__convert_format]	69000000	34500000	34500000	70000105	10500315	0	0	70000105	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	0	flip_profile_runner	[Loop@0x1ab20 in stbi__convert_format(unsigned char*, int, int, unsigned int, unsigned int)]	[Unknown]	0x1ab20
func@0x1f6d4	69000000	46000000	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1f6d4	[Unknown]	0x1f6d4
update_load_avg	69000000	69000000	80500000	0	0	0	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	3500105	0	0	0	0	vmlinux	update_load_avg	[Unknown]	0xffffffff844e8870
[Loop@0x1524a0 in __memcmp_avx2_movbe]	57500000	46000000	11500000	0	0	0	0	0	0	0	0	1750105	1750105	140000210	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x1524a0 in __memcmp_avx2_movbe]	[Unknown]	0x1524a0
[Loop@0x1fc30 in func@0x1fbf4]	46000000	11500000	0	0	0	0	70000105	70000105	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1fc30 in func@0x1fbf4]	[Unknown]	0x1fc30
[Loop@0xe800 in flip_horizontal._omp_fn.0]	46000000	34500000	34500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	70000105	0	3500105	35001050	0	0	0	0	flip_profile_runner	[Loop@0xe800 in flip_horizontal._omp_fn.0]	[Unknown]	0xe800
func@0x1e7c0	46000000	11500000	0	140000210	3500105	0	0	0	140000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1e7c0	[Unknown]	0x1e7c0
update_curr	46000000	149500000	0	70000105	3500105	3500105	70000105	140000210	140000210	0	0	1750105	0	140000210	0	0	0	0	0	0	0	0	0	3500105	3500105	0	0	0	0	vmlinux	update_curr	[Unknown]	0xffffffff844ec230
account_user_time	34500000	11500000	11500000	0	0	3500105	70000105	70000105	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	account_user_time	[Unknown]	0xffffffff844ffbf0
func@0x3170	34500000	34500000	103500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	70000105	0	70000105	70000105	0	0	70002100	10500315	0	0	0	0	flip_profile_runner	func@0x3170	[Unknown]	0x3170
[Loop@0x11848 in stbi__zbuild_huffman]	23000000	34500000	57500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	0	140000210	210000315	0	7000210	0	0	0	0	0	flip_profile_runner	[Loop@0x11848 in stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int)]	[Unknown]	0x11848
[Loop@0x152c20 in __memcpy_avx_unaligned_erms]	23000000	0	11500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x152c20 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152c20
[Loop@0x1cd60 in func@0x1cc44]	23000000	0	0	70000105	0	0	70000105	0	0	70000105	0	0	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1cd60 in func@0x1cc44]	[Unknown]	0x1cd60
[Loop@0x1d578 in func@0x1cfd4]	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1d578 in func@0x1cfd4]	[Unknown]	0x1d578
[Loop@0x203d0 in stbi__parse_zlib]	23000000	46000000	92000000	0	3500105	0	0	0	0	0	0	0	0	70000105	0	0	0	140000210	140000210	0	280000420	210000315	0	3500105	17500525	0	0	0	0	flip_profile_runner	[Loop@0x203d0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x203d0
[Loop@0xe840 in flip_horizontal._omp_fn.0]	23000000	46000000	195500000	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	70000105	0	0	14000420	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
__update_load_avg_se	23000000	23000000	34500000	0	0	0	0	0	140000210	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	10500315	3500105	0	0	0	0	vmlinux	__update_load_avg_se	[Unknown]	0xffffffff844fe1b0
_raw_spin_lock	23000000	11500000	11500000	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	_raw_spin_lock	[Unknown]	0xffffffff84e4f520
asm_sysvec_apic_timer_interrupt	23000000	0	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	asm_sysvec_apic_timer_interrupt	[Unknown]	0xffffffff85000ef0
copy_user_enhanced_fast_string	23000000	34500000	0	0	3500105	3500105	140000210	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff84debf50
func@0x1fbf4	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1fbf4	[Unknown]	0x1fbf4
hrtimer_interrupt	23000000	0	0	70000105	7000210	0	0	70000105	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	hrtimer_interrupt	[Unknown]	0xffffffff84555aa0
memset_erms	23000000	0	23000000	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	memset_erms	[Unknown]	0xffffffff84deefd0
native_write_msr	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	vmlinux	native_write_msr	[Unknown]	0xffffffff8447e910
GOMP_loop_nonmonotonic_runtime_start	11500000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_nonmonotonic_runtime_start	[Unknown]	0xf100
[Loop@0x1fa10 in stbi__compute_huffman_codes]	11500000	0	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	7000210	0	0	0	0	flip_profile_runner	[Loop@0x1fa10 in stbi__compute_huffman_codes(stbi__zbuf*)]	[Unknown]	0x1fa10
[Loop@0x1fb28 in stbi__compute_huffman_codes]	11500000	11500000	46000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	0	0	70000105	0	0	3500105	0	0	0	0	flip_profile_runner	[Loop@0x1fb28 in stbi__compute_huffman_codes(stbi__zbuf*)]	[Unknown]	0x1fb28
[Loop@0x20800 in stbi__parse_zlib]	11500000	11500000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210000315	0	0	10500315	10500315	0	0	0	0	flip_profile_runner	[Loop@0x20800 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20800
_IO_fread	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	_IO_fread	[Unknown]	0x766a0
__cgroup_account_cputime_field	11500000	23000000	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	__cgroup_account_cputime_field	[Unknown]	0xffffffff84583480
__hrtimer_run_queues	11500000	11500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	vmlinux	__hrtimer_run_queues	[Unknown]	0xffffffff84554ae0
__list_del_entry_valid	11500000	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	__list_del_entry_valid	[Unknown]	0xffffffff849430d0
__memset_avx2_unaligned_erms	11500000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	__memset_avx2_unaligned_erms	[Unknown]	0x153480
