Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	198237000000	174800000000	697302500000	2520003780	5953678605	6072682175	10010015015	6300009450	6300009450	44030066045	0	0	0	82180123270	7280010920	0	1890002835	200130300195	196070294105	177170265755	731151096725	726461089690	770001155	148813964285	109682790385	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x1f7d8 in func@0x1f784]	12121000000	11454000000	5773000000	0	493514805	374511235	7210010815	1960002940	0	70000105	0	0	0	490000735	0	0	4690007035	6720010080	1400002100	0	11830017745	9240013860	0	486514595	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x20198 in stbi__parse_zlib]	2415000000	1771000000	4174500000	0	52501575	66501995	490000735	490000735	0	210000315	0	0	0	420000630	0	0	70000105	1960002940	1400002100	910001365	6160009240	3850005775	0	591517745	395511865	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
[Loop@0x1f620 in func@0x1f5fd]	747500000	345000000	230000000	0	21000630	21000630	490000735	140000210	0	0	0	0	0	70000105	0	0	210000315	280000420	0	0	770001155	490000735	0	28000840	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
clear_page_erms	586500000	609500000	0	0	52501575	49001470	910001365	0	0	0	0	0	0	140000210	70000105	420000630	490000735	0	70000105	0	140000210	210000315	0	0	35001050	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x1dd60 in stbi__create_png_image_raw]	402500000	253000000	1265000000	0	14000420	14000420	0	0	0	0	0	0	0	70000105	0	0	0	280000420	350000525	350000525	1330001995	1400002100	0	514515435	178505355	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0x205c0 in stbi__parse_zlib]	368000000	368000000	506000000	0	17500525	10500315	280000420	0	0	350000525	70000105	0	0	70000105	0	0	210000315	420000630	280000420	140000210	700001050	210000315	0	91002730	101503045	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	218500000	230000000	690000000	0	0	42001260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28000840	38501155	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
__memcpy_avx_unaligned_erms	172500000	138000000	0	0	31500945	31500945	770001155	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	0	3500105	7000210	0	0	0	0	libc.so.6	__memcpy_avx_unaligned_erms	[Unknown]	0x152a80
[Loop@0xe840 in flip_horizontal._omp_fn.0]	161000000	126500000	391000000	0	3500105	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	140000210	0	350000525	630000945	0	45501365	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	103500000	57500000	11500000	70000105	3500105	7000210	70000105	140000210	70000105	0	0	0	0	70000105	0	70000105	0	70000105	70000105	70000105	70000105	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
func@0x1e7c4	92000000	46000000	11500000	0	3500105	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1e7c4	[Unknown]	0x1e7c4
[Loop@0x1ab20 in stbi__convert_format]	80500000	0	46000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	70000105	140000210	0	7000210	3500105	0	0	0	0	flip_profile_runner	[Loop@0x1ab20 in stbi__convert_format(unsigned char*, int, int, unsigned int, unsigned int)]	[Unknown]	0x1ab20
common_interrupt_return	57500000	57500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	17500525	14000420	0	0	0	0	vmlinux	common_interrupt_return	[Unknown]	0xffffffff85001150
[Loop@0x1524a0 in __memcmp_avx2_movbe]	46000000	46000000	23000000	140000210	7000210	3500105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x1524a0 in __memcmp_avx2_movbe]	[Unknown]	0x1524a0
[Loop@0x203d0 in stbi__parse_zlib]	46000000	46000000	92000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	210000315	0	0	21000630	3500105	0	0	0	0	flip_profile_runner	[Loop@0x203d0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x203d0
asm_sysvec_apic_timer_interrupt	46000000	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	asm_sysvec_apic_timer_interrupt	[Unknown]	0xffffffff85000ef0
copy_user_enhanced_fast_string	46000000	23000000	0	0	0	0	0	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff84debf50
