Image,Operation,Variant,Phase,Width,Height,Threads,Schedule,Build,Repeat,Elapsed_ms,Hash,Reference_Hash,Exact,Differing_Bytes,Max_Abs_Error,Compiler,Flags,Hostname
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,omp-avx2,9,9.769637,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,omp-avx2,9,64.476124,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,off-avx2,9,9.982775,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,off-avx2,9,38.770241,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,auto-avx2,9,9.999844,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,auto-avx2,9,38.726312,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,off-avx2,10,9.768580,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,off-avx2,10,38.429842,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,auto-avx2,10,9.750241,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,auto-avx2,10,39.068214,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
