Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	196454500000	174167500000	686331500000	3220004830	6037681125	6016680495	10080015120	7560011340	6160009240	42980064470	70000105	0	0	81340122010	10080015120	140000210	2170003255	201040301560	195160292740	175070262605	723031084545	711271066905	770001155	147613428270	109287278520	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	3611000000	2794500000	12673000000	0	136504095	136504095	280000420	70000105	0	140000210	0	0	0	1890002835	140000210	0	0	3360005040	3500005250	4060006090	12600018900	13370020055	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	[Unknown]	0xe850
[Loop@0x20198 in stbi__parse_zlib]	2208000000	1644500000	4266500000	0	63001890	56001680	560000840	350000525	70000105	280000420	140000210	0	0	280000420	0	0	280000420	1750002625	1610002415	910001365	5740008610	3850005775	0	686020580	469014070	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
func@0xe704	667000000	506000000	195500000	0	21000630	17500525	770001155	560000840	70000105	70000105	0	0	0	140000210	0	0	0	140000210	0	0	70000105	70000105	0	31500945	3500105	0	0	0	0	libgomp.so.1.0.0	func@0xe704	[Unknown]	0xe704
clear_page_erms	632500000	517500000	0	0	38501155	24500735	1470002205	0	0	0	0	0	0	70000105	0	420000630	280000420	70000105	0	70000105	0	70000105	0	3500105	45501365	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x205c0 in stbi__parse_zlib]	517500000	483000000	414000000	0	7000210	14000420	0	70000105	0	210000315	0	0	0	280000420	70000105	0	70000105	490000735	210000315	140000210	910001365	280000420	0	101503045	115503465	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
GOMP_loop_maybe_nonmonotonic_runtime_next	379500000	345000000	207000000	0	14000420	10500315	280000420	420000630	0	560000840	0	1750105	0	0	0	0	0	210000315	70000105	0	560000840	420000630	0	42001260	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_maybe_nonmonotonic_runtime_next	[Unknown]	0xffe0
[Loop@0x1dd60 in stbi__create_png_image_raw]	299000000	264500000	1299500000	0	10500315	10500315	0	0	0	0	0	0	0	210000315	0	0	0	490000735	420000630	280000420	910001365	770001155	0	255507665	91002730	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0x1f7d8 in func@0x1f784]	241500000	299000000	69000000	0	10500315	14000420	140000210	0	0	0	0	0	0	0	0	0	140000210	0	0	0	420000630	140000210	0	10500315	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	218500000	126500000	701500000	0	3500105	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0x1f620 in func@0x1f5fd]	207000000	195500000	34500000	0	7000210	0	140000210	0	0	0	0	0	0	0	0	0	0	70000105	0	0	210000315	70000105	0	7000210	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
__memcpy_avx_unaligned_erms	184000000	126500000	0	70000105	10500315	38501155	420000630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	__memcpy_avx_unaligned_erms	[Unknown]	0x152a80
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	80500000	80500000	11500000	0	0	3500105	140000210	70000105	70000105	0	0	0	0	70000105	0	0	0	0	70000105	0	70000105	0	0	14000420	10500315	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
[Loop@0x203d0 in stbi__parse_zlib]	80500000	23000000	103500000	0	0	3500105	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	70000105	70000105	0	10500315	17500525	0	0	0	0	flip_profile_runner	[Loop@0x203d0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x203d0
update_curr	69000000	115000000	0	140000210	7000210	0	140000210	210000315	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	update_curr	[Unknown]	0xffffffff844ec230
[Loop@0x1524a0 in __memcmp_avx2_movbe]	57500000	34500000	11500000	0	0	0	0	0	0	70000105	0	15750945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x1524a0 in __memcmp_avx2_movbe]	[Unknown]	0x1524a0
copy_user_enhanced_fast_string	57500000	0	0	0	0	3500105	70000105	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff84debf50
hrtimer_interrupt	57500000	11500000	0	0	0	0	70000105	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	hrtimer_interrupt	[Unknown]	0xffffffff84555aa0
task_tick_fair	57500000	34500000	11500000	0	0	0	70000105	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	7000210	0	0	0	0	0	vmlinux	task_tick_fair	[Unknown]	0xffffffff844ec9b0
update_load_avg	46000000	0	23000000	0	0	0	0	0	0	140000210	0	0	0	0	0	0	0	70000105	0	0	70000105	0	0	7000210	0	0	0	0	0	vmlinux	update_load_avg	[Unknown]	0xffffffff844e8870
[Loop@0x1ab20 in stbi__convert_format]	34500000	46000000	46000000	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	0	14000420	7000210	0	0	0	0	flip_profile_runner	[Loop@0x1ab20 in stbi__convert_format(unsigned char*, int, int, unsigned int, unsigned int)]	[Unknown]	0x1ab20
[Loop@0xe800 in flip_horizontal._omp_fn.0]	34500000	11500000	57500000	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	70000105	70000105	0	0	31500945	0	0	0	0	flip_profile_runner	[Loop@0xe800 in flip_horizontal._omp_fn.0]	[Unknown]	0xe800
__memset_avx2_unaligned_erms	34500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	libc.so.6	__memset_avx2_unaligned_erms	[Unknown]	0x153480
asm_sysvec_apic_timer_interrupt	34500000	57500000	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	asm_sysvec_apic_timer_interrupt	[Unknown]	0xffffffff85000ef0
func@0x3170	34500000	11500000	126500000	0	0	7000210	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	140000210	140000210	0	38501155	14000420	0	0	0	0	flip_profile_runner	func@0x3170	[Unknown]	0x3170
