Operation,Comparisons,Geometric_mean_speedup
Zoom_In,42,1.1142379707924392
Gaussian_3x3,42,1.02570981816283
Negative,42,1.0191860521442324
Gaussian_5x5,42,0.9989443727134626
Gaussian_7x7,42,0.9984848435202494
Gaussian_11x11,42,0.9980299248564812
Gaussian_9x9,42,0.9958789033769263
Equalize_Histogram,42,0.9917752779244405
Adjust_Contrast,42,0.9841916875069845
Quantize,42,0.9840883169844377
Adjust_Brightness,42,0.9751756834027585
Grayscale,42,0.9627726248207289
