Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	231587000000	204941500000	685940500000	21840032760	7164714935	7112213360	46340069510	42420063630	35560053340	44310066465	0	0	0	106190159285	37170055755	3150004725	2660003990	201880302820	194250291375	174370261555	717991076985	707351061025	910001365	144988349520	106396191790	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	3737500000	3174000000	12420000000	70000105	94502835	108503255	140000210	210000315	210000315	420000630	0	0	0	1470002205	420000630	0	0	2870004305	3360005040	3570005355	12740019110	11410017115	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	[Unknown]	0xe850
[Loop@0x20198 in stbi__parse_zlib]	2357500000	1771000000	4186000000	0	52501575	49001470	350000525	280000420	70000105	210000315	140000210	0	0	350000525	0	0	140000210	2030003045	1610002415	910001365	5600008400	3500005250	0	668520055	472514175	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
func@0xe704	1311000000	1150000000	115000000	0	49001470	38501155	1120001680	1330001995	140000210	140000210	0	0	0	70000105	0	0	0	0	210000315	0	210000315	350000525	0	35001050	10500315	0	0	0	0	libgomp.so.1.0.0	func@0xe704	[Unknown]	0xe704
[Loop@0x1f7d8 in func@0x1f784]	598000000	667000000	253000000	0	14000420	21000630	420000630	210000315	70000105	0	0	0	0	0	0	0	280000420	210000315	140000210	0	560000840	770001155	0	45501365	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
clear_page_erms	586500000	448500000	11500000	0	14000420	17500525	980001470	0	0	0	0	0	0	0	0	630000945	350000525	70000105	0	0	70000105	70000105	0	0	49001470	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
GOMP_loop_maybe_nonmonotonic_runtime_next	563500000	322000000	299000000	280000420	14000420	17500525	420000630	210000315	350000525	210000315	0	0	0	140000210	0	0	70000105	70000105	140000210	70000105	630000945	420000630	70000105	42001260	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_maybe_nonmonotonic_runtime_next	[Unknown]	0xffe0
[Loop@0x1f620 in func@0x1f5fd]	483000000	425500000	253000000	0	7000210	7000210	770001155	70000105	0	0	0	0	0	0	0	0	140000210	210000315	0	0	280000420	210000315	0	17500525	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
[Loop@0x1dd60 in stbi__create_png_image_raw]	414000000	287500000	1299500000	0	7000210	10500315	0	0	0	0	0	0	0	210000315	0	0	0	490000735	490000735	490000735	1470002205	1400002100	0	525015750	154004620	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0x205c0 in stbi__parse_zlib]	379500000	356500000	506000000	0	10500315	17500525	210000315	140000210	0	210000315	0	0	0	140000210	0	0	210000315	140000210	210000315	210000315	1120001680	770001155	0	112003360	147004410	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	218500000	218500000	644000000	0	38501155	63001890	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	280000420	280000420	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	138000000	80500000	34500000	70000105	3500105	3500105	0	70000105	70000105	0	0	0	0	70000105	70000105	0	70000105	0	0	0	70000105	0	0	14000420	7000210	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
update_load_avg	115000000	138000000	34500000	0	0	0	70000105	70000105	140000210	70000105	0	0	0	0	70000105	0	0	0	0	0	140000210	0	0	7000210	0	0	0	0	0	vmlinux	update_load_avg	[Unknown]	0xffffffff844e8870
