Run_ID,Timestamp_UTC,Image,Width,Height,Operation,Repeat,Threads,Schedule,Chunk,Simd_Build,Simd_Eligible,OMP_Places,OMP_Proc_Bind,Hostname,Compiler,Build_Flags,Elapsed_ms,Result_Hash,Validation
regular-1-20-off-avx2-1t,2026-09-24T13:03:44Z,6000x6000.png,6000,6000,Grayscale,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,77.617410,937793859b387046,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:45Z,6000x6000.png,6000,6000,Flip_Horizontal,1,1,static,,off-avx2,no,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,65.202200,3dfbc0e2f0b456c2,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:45Z,6000x6000.png,6000,6000,Adjust_Brightness,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,178.909187,5d4bea966648e7a7,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:45Z,6000x6000.png,6000,6000,Flip_Vertical,1,1,static,,off-avx2,no,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,16.317036,bd012cf684012198,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:46Z,6000x6000.png,6000,6000,Quantize,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,480.913915,b2e8843413e8e7a6,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:46Z,6000x6000.png,6000,6000,Adjust_Contrast,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,264.435687,c036bcbf5e6d6190,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:47Z,6000x6000.png,6000,6000,Negative,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,104.705812,0a497e94a83bbbc0,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:47Z,6000x6000.png,6000,6000,Equalize_Histogram,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,187.600226,5251e13888abb30f,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:48Z,6000x6000.png,6000,6000,Zoom_In,1,1,static,,off-avx2,yes,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,349.577893,4e063cbe88523a0e,passed
regular-1-20-off-avx2-1t,2026-09-24T13:03:48Z,6000x6000.png,6000,6000,Zoom_Out,1,1,static,,off-avx2,no,unset,unset,hype5,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,296.359234,8eace74e8cd425e6,passed
