Thread,Rows,Work_ms,Init_Mode,Control_ms
0,600,7.59601,serial,10.0535
1,600,7.65925,serial,10.0535
2,600,9.25599,serial,10.0535
3,600,9.2277,serial,10.0535
4,600,7.74967,serial,10.0535
5,600,9.2376,serial,10.0535
6,600,9.21237,serial,10.0535
7,600,9.23038,serial,10.0535
8,600,9.25137,serial,10.0535
9,600,9.26736,serial,10.0535
