Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	198766000000	176134000000	700568500000	3920005880	6128683855	6076182280	9940014910	7280010920	6020009030	43120064680	70000105	0	0	86730130095	12530018795	0	2380003570	203700305550	199640299460	180390270585	741441112160	730381095570	560000840	150791523610	112325369660	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x1f7d8 in func@0x1f784]	8004000000	6888500000	3680000000	0	269508085	276508295	5320007980	980001470	140000210	0	0	0	0	280000420	0	0	2940004410	4550006825	910001365	0	5810008715	6790010185	0	318509555	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x20198 in stbi__parse_zlib]	2288500000	1771000000	3990500000	0	56001680	59501785	840001260	280000420	70000105	420000630	70000105	0	0	490000735	70000105	0	70000105	1890002835	1330001995	910001365	5390008085	3920005880	0	626518795	406012180	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
clear_page_erms	655500000	402500000	11500000	0	21000630	14000420	280000420	0	0	0	0	0	0	0	0	420000630	490000735	140000210	0	70000105	0	0	0	3500105	73502205	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x205c0 in stbi__parse_zlib]	425500000	322000000	529000000	0	10500315	17500525	70000105	140000210	0	70000105	70000105	0	0	0	0	0	210000315	350000525	350000525	70000105	1260001890	280000420	0	108503255	129503885	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0x1dd60 in stbi__create_png_image_raw]	391000000	299000000	1299500000	0	17500525	14000420	0	0	0	0	0	0	0	140000210	0	0	0	350000525	350000525	420000630	1540002310	1400002100	0	430512915	94502835	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0x1f620 in func@0x1f5fd]	253000000	264500000	46000000	0	17500525	0	70000105	0	0	0	0	0	0	0	0	0	0	140000210	0	0	420000630	420000630	0	3500105	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	218500000	207000000	690000000	0	24500735	45501365	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0xe840 in flip_horizontal._omp_fn.0]	172500000	69000000	540500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	140000210	210000315	210000315	140000210	70000105	52501575	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
[Loop@0x1524a0 in __memcmp_avx2_movbe]	92000000	69000000	23000000	0	0	0	0	0	70000105	0	0	22751365	1750105	140000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libc.so.6	[Loop@0x1524a0 in __memcmp_avx2_movbe]	[Unknown]	0x1524a0
