# started on Thu Sep 24 14:42:15 2026

1857278142,,L1-dcache-loads,1518133715,74.00,,
60834557,,L1-dcache-load-misses,1015204685,50.00,3.28,of all L1-dcache accesses
8494389,,LLC-loads,1014911899,50.00,,
2402632,,LLC-load-misses,1518898448,74.00,28.28,of all LL-cache accesses
