Operation,Comparisons,Geometric_mean_speedup
Zoom_In,42,1.1162944505945167
Negative,42,1.0276183649793973
Gaussian_3x3,42,1.0175739194106346
Equalize_Histogram,42,1.002249903408833
Gaussian_11x11,42,0.997573106262085
Quantize,42,0.9969335913643421
Adjust_Contrast,42,0.994676816998574
Gaussian_9x9,42,0.9945635614113625
Gaussian_7x7,42,0.9935284597187404
Gaussian_5x5,42,0.99337479891912
Adjust_Brightness,42,0.9725643465405925
Grayscale,42,0.9657370804661659
