Thread,Rows,Work_ms,Init_Mode,Control_ms
0,645,8.31868,serial,9.17989
1,629,8.37925,serial,9.17989
2,591,8.38181,serial,9.17989
3,607,8.37885,serial,9.17989
4,587,8.38623,serial,9.17989
5,591,8.38408,serial,9.17989
6,585,8.37824,serial,9.17989
7,588,8.37819,serial,9.17989
8,588,8.37825,serial,9.17989
9,589,8.37879,serial,9.17989
