Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	235370500000	208196000000	698441000000	21700032550	7224216720	7196215880	46340069510	42630063945	35490053235	43820065730	0	0	0	108010162015	37450056175	2870004305	2310003465	206150309225	198520297780	178010267015	729681094520	715961073940	1050001575	144183325370	106049681395	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x20198 in stbi__parse_zlib]	2208000000	1621500000	4255000000	0	56001680	73502205	350000525	280000420	70000105	560000840	70000105	0	0	420000630	0	0	210000315	1330001995	1680002520	980001470	5880008820	3290004935	0	640519215	406012180	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
clear_page_erms	1253500000	1092500000	0	0	45501365	91002730	2800004200	0	0	0	0	0	0	0	0	420000630	490000735	140000210	0	0	140000210	210000315	0	3500105	77002310	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
func@0xe704	966000000	1035000000	138000000	70000105	45501365	52501575	1470002205	1260001890	0	210000315	0	1750105	0	140000210	0	0	0	70000105	0	0	70000105	140000210	0	35001050	0	0	0	0	0	libgomp.so.1.0.0	func@0xe704	[Unknown]	0xe704
[Loop@0x1f7d8 in func@0x1f784]	609500000	563500000	287500000	70000105	28000840	28000840	210000315	140000210	70000105	0	0	0	0	0	0	0	210000315	210000315	0	0	490000735	420000630	0	17500525	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x1f620 in func@0x1f5e4]	598000000	529000000	230000000	0	17500525	7000210	280000420	70000105	0	0	0	0	0	0	0	0	70000105	0	70000105	0	210000315	350000525	0	10500315	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5e4]	[Unknown]	0x1f620
GOMP_loop_maybe_nonmonotonic_runtime_next	529000000	333500000	126500000	0	24500735	17500525	280000420	70000105	280000420	210000315	0	0	0	70000105	0	0	0	70000105	420000630	70000105	630000945	280000420	0	28000840	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_maybe_nonmonotonic_runtime_next	[Unknown]	0xffe0
[Loop@0x205c0 in stbi__parse_zlib]	471500000	414000000	425500000	0	17500525	0	210000315	140000210	0	70000105	70000105	0	0	140000210	0	0	0	630000945	0	0	700001050	420000630	0	84002520	143504305	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0x1dd60 in stbi__create_png_image_raw]	391000000	310500000	1276500000	0	14000420	14000420	0	0	0	0	0	0	0	70000105	0	0	0	490000735	420000630	350000525	910001365	770001155	0	262507875	91002730	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	230000000	230000000	713000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
