Experiment,Build,Image,Width,Height,Threads,Schedule,Chunk,Touch_Mode,Repeat,Copy_ms,Horizontal_ms,Vertical_ms,Total_ms
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,4,90.822949,30.167600,24.502460,145.493009
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,5,90.970276,29.433872,24.565181,144.969329
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,6,90.582338,29.533468,24.542803,144.658609
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,7,90.530917,29.463171,24.741711,144.735799
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,8,90.525572,29.439665,24.716492,144.681729
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,2,static,,fresh,9,90.267932,29.689710,24.460383,144.418025
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,0,49.874280,19.327721,14.819471,84.021472
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,1,48.729891,16.416551,14.876938,80.023380
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,2,48.833011,18.475100,16.464545,83.772656
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,3,52.160862,19.655195,15.046993,86.863050
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,4,54.672541,19.410409,14.799271,88.882221
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,5,49.843226,16.458855,14.910835,81.212916
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,6,48.830546,16.439079,15.147807,80.417432
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,7,48.500715,16.417024,14.818315,79.736054
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,8,49.104728,16.408418,14.871293,80.384439
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,4,static,,fresh,9,48.799330,16.357812,14.775513,79.932655
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,0,27.321356,10.756462,13.406718,51.484536
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,1,27.118173,10.676717,13.356484,51.151374
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,2,26.788572,9.160600,13.435360,49.384532
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,3,26.319782,9.100160,13.378723,48.798665
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,4,26.350981,9.235288,13.701470,49.287739
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,5,28.068735,10.687495,13.424194,52.180424
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,6,26.294330,10.367209,13.385050,50.046589
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,7,26.383092,9.245261,13.376552,49.004905
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,8,26.134123,9.177909,13.363777,48.675809
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,8,static,,fresh,9,26.371859,9.498417,13.356125,49.226401
