Experiment,Build,Image,Width,Height,Threads,Schedule,Chunk,Touch_Mode,Repeat,Copy_ms,Horizontal_ms,Vertical_ms,Total_ms
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,0,22.310611,7.862249,10.319257,40.492117
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,1,17.589951,7.833660,10.464489,35.888100
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,2,17.020227,7.372167,10.110527,34.502921
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,3,16.875856,7.308843,10.066436,34.251135
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,4,16.806525,7.439728,10.115117,34.361370
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,5,17.032538,7.546669,10.155455,34.734662
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,6,16.716406,7.433507,10.067309,34.217222
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,7,16.735193,7.382113,10.145226,34.262532
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,8,16.779676,7.385539,10.321722,34.486937
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,12,static,,fresh,9,16.803165,7.425186,10.183449,34.411800
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,0,16.684403,5.867376,7.815075,30.366854
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,1,13.433692,5.917732,7.780953,27.132377
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,2,12.441205,5.508933,7.758942,25.709080
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,3,12.484397,5.488020,7.683467,25.655884
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,4,12.310069,5.454198,7.760635,25.524902
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,5,12.271018,5.472081,7.768350,25.511449
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,6,12.337188,5.788699,7.891156,26.017043
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,7,12.281085,5.499797,7.718735,25.499617
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,8,12.322761,5.432209,7.692620,25.447590
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,16,static,,fresh,9,12.331052,5.488826,7.867345,25.687223
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,0,14.768614,4.897127,6.764079,26.429820
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,1,11.642749,4.530106,6.500382,22.673237
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,2,11.033839,4.505857,6.637533,22.177229
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,3,10.600137,4.403698,6.380463,21.384298
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,4,10.382742,4.423939,6.515124,21.321805
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,5,10.339057,4.433650,6.337608,21.110315
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,6,10.571182,4.435056,6.416784,21.423022
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,7,10.363718,4.422011,6.421989,21.207718
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,8,10.412485,4.400641,6.381876,21.195002
zoom-scaling-static,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,9,10.401997,4.464389,6.483758,21.350144
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,0,14.986426,4.932697,6.469187,26.388310
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,1,11.601302,4.474019,6.363115,22.438436
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,2,10.942964,4.460647,6.367254,21.770865
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,3,10.596152,4.443882,6.367104,21.407138
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,4,10.440638,4.437702,6.310053,21.188393
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,5,10.380365,4.445781,6.251713,21.077859
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,6,10.353050,4.643344,6.228473,21.224867
zoom-schedule-touch,omp-avx2,6000x6000.png,6000,6000,20,static,,fresh,7,10.333883,4.433725,6.318779,21.086387
