Experiment,Build,Image,Threads,Round,Order,Schedule,Chunk,Thread,Rows,Work_ms
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,8,312,4.726421
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,9,314,4.719622
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,10,285,4.715612
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,11,282,4.717248
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,12,283,4.727531
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,13,283,4.719099
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,14,283,4.730375
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,15,278,4.720841
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,16,284,4.725810
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,17,280,4.714262
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,18,281,4.725279
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,2,4,dynamic,1,19,286,4.719429
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,0,300,3.822124
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,1,300,4.637292
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,2,300,4.672837
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,3,300,4.637821
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,4,300,4.657930
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,5,300,4.639706
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,6,300,4.664946
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,7,300,4.625868
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,8,300,4.661150
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,9,300,4.627055
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,10,300,5.009739
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,11,300,5.066667
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,12,300,5.052781
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,13,300,5.053362
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,14,300,5.040871
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,15,300,5.088234
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,16,300,5.073331
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,17,300,5.132867
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,18,300,5.089659
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,0,static,,19,300,5.111236
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,0,304,3.903985
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,1,304,4.784986
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,2,304,4.771246
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,3,304,4.775239
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,4,304,4.797420
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,5,304,4.767094
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,6,304,4.751772
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,7,304,4.012696
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,8,304,4.014188
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,9,304,4.020717
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,10,304,5.279604
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,11,304,5.292090
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,12,304,5.327340
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,13,304,5.380480
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,14,304,5.339319
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,15,288,5.042514
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,16,288,5.068123
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,17,288,5.093412
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,18,288,5.084751
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,1,static,16,19,288,5.038561
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,0,350,4.747476
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,1,310,4.705781
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,2,311,4.703043
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,3,310,4.695846
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,4,309,4.697766
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,5,312,4.705917
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,6,310,4.698342
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,7,338,4.703602
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,8,338,4.695933
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,9,339,4.701421
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,10,278,4.698835
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,11,278,4.699035
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,12,278,4.711838
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,13,275,4.706929
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,14,278,4.708247
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,15,277,4.698481
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,16,275,4.695058
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,17,280,4.709702
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,18,278,4.700612
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,2,dynamic,1,19,276,4.696181
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,0,368,4.738333
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,1,304,4.711218
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,2,304,4.716275
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,3,304,4.696829
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,4,304,4.737603
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,5,304,4.723083
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,6,304,4.734840
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,7,304,4.686270
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,8,336,4.711613
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,9,336,4.707055
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,10,272,4.638415
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,11,288,4.869061
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,12,288,4.859932
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,13,288,4.860282
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,14,288,4.869729
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,15,272,4.616791
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,16,272,4.648387
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,17,288,4.849738
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,18,288,4.877452
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,3,dynamic,16,19,288,4.848683
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,0,300,3.860999
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,1,300,4.357366
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,2,300,4.244205
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,3,300,4.395207
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,4,300,4.360935
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,5,300,4.385786
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,6,300,4.376464
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,7,300,4.372805
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,8,300,3.843699
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,9,300,3.857080
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,10,300,4.864015
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,11,300,4.847776
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,12,300,4.845265
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,13,300,4.820887
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,14,300,4.815575
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,15,300,4.844941
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,16,300,4.822195
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,17,300,4.850015
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,18,300,4.861670
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,3,4,static,1,19,300,4.876351
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,0,304,3.922785
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,1,304,3.895845
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,2,304,3.899312
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,3,304,3.909824
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,4,304,3.897680
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,5,304,3.905650
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,6,304,3.901117
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,7,304,3.951628
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,8,304,3.902644
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,9,304,3.907774
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,10,304,5.212253
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,11,304,5.218266
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,12,304,5.238511
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,13,304,5.227676
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,14,304,5.215218
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,15,288,4.932186
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,16,288,4.980981
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,17,288,4.962716
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,18,288,4.970118
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,0,static,16,19,288,4.934497
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,0,300,3.827959
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,1,300,4.617330
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,2,300,4.653590
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,3,300,4.614495
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,4,300,4.655287
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,5,300,4.615750
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,6,300,4.627259
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,7,300,4.110707
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,8,300,4.651960
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,9,300,4.619736
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,10,300,5.048212
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,11,300,5.086755
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,12,300,5.032094
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,13,300,5.061770
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,14,300,5.057255
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,15,300,5.116517
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,16,300,5.093947
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,17,300,5.122488
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,18,300,5.089991
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,1,static,,19,300,5.100779
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,0,300,3.846629
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,1,300,4.365763
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,2,300,4.372904
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,3,300,4.337093
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,4,300,4.373580
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,5,300,4.377186
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,6,300,4.379589
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,7,300,4.131967
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,8,300,4.390489
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,9,300,4.383998
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,10,300,4.873075
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,11,300,4.868506
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,12,300,4.862869
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,13,300,4.840251
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,14,300,4.849639
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,15,300,4.847785
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,16,300,4.814545
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,17,300,4.871674
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,18,300,4.874632
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,2,static,1,19,300,4.875520
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,0,384,4.921971
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,1,304,4.718265
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,2,304,4.753519
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,3,304,4.716728
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,4,304,4.713656
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,5,304,4.738757
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,6,304,4.706299
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,7,320,4.744995
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,8,320,4.936205
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,9,304,4.736064
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,10,288,4.908623
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,11,288,4.935892
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,12,288,4.934164
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,13,288,4.919836
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,14,288,4.907368
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,15,288,4.889099
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,16,272,4.699215
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,17,288,4.948124
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,18,288,4.946621
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,3,dynamic,16,19,272,4.718628
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,0,351,4.723787
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,1,310,4.667735
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,2,309,4.661355
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,3,310,4.658882
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,4,310,4.662687
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,5,310,4.663367
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,6,307,4.661947
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,7,336,4.658945
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,8,309,4.661240
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,9,308,4.665198
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,10,284,4.662097
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,11,286,4.667221
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,12,282,4.672043
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,13,282,4.662294
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,14,286,4.663909
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,15,286,4.669145
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,16,282,4.669027
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,17,284,4.674846
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,18,286,4.661424
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,4,4,dynamic,1,19,282,4.657807
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,0,300,3.828647
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,1,300,4.634527
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,2,300,4.628960
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,3,300,4.626526
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,4,300,4.663652
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,5,300,4.610466
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,6,300,4.636314
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,7,300,4.220545
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,8,300,4.681541
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,9,300,4.651278
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,10,300,5.042085
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,11,300,5.063660
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,12,300,5.023165
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,13,300,5.036196
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,14,300,5.030300
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,15,300,5.080611
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,16,300,5.025206
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,17,300,5.103443
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,18,300,5.057603
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,0,static,,19,300,5.106248
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,0,304,3.889188
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,1,304,4.714549
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,2,304,4.708212
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,3,304,4.695693
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,4,304,4.690278
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,5,304,4.711129
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,6,304,4.744407
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,7,304,4.441522
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,8,304,4.714713
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,9,304,4.710762
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,10,304,4.440509
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,11,304,5.264889
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,12,304,5.306793
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,13,304,5.420061
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,14,304,4.434589
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,15,288,5.001981
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,16,288,5.038114
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,17,288,5.056832
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,18,288,5.048782
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,1,static,16,19,288,4.208026
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,0,300,3.814345
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,1,300,4.402133
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,2,300,4.382361
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,3,300,4.383262
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,4,300,4.355798
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,5,300,4.322141
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,6,300,4.386567
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,7,300,4.316317
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,8,300,4.376838
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,9,300,4.398229
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,10,300,4.875811
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,11,300,4.867863
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,12,300,4.868386
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,13,300,4.857862
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,14,300,4.838485
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,15,300,4.847541
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,16,300,4.843811
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,17,300,4.873030
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,18,300,4.858900
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,2,static,1,19,300,4.894162
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,0,368,4.723489
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,1,304,4.711725
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,2,304,4.771227
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,3,304,4.712816
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,4,304,4.741278
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,5,304,4.720839
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,6,304,4.734302
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,7,352,4.721561
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,8,304,4.722200
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,9,304,4.715333
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,10,272,4.684806
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,11,288,5.142137
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,12,272,4.663445
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,13,288,5.128795
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,14,288,5.145337
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,15,288,5.144758
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,16,288,5.143639
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,17,288,5.159762
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,18,288,5.137216
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,3,dynamic,16,19,288,5.133925
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,4,dynamic,1,0,349,4.711300
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,4,dynamic,1,1,308,4.662277
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,4,dynamic,1,2,309,4.665874
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,4,dynamic,1,3,309,4.671156
flip-schedule-confirmation,omp-avx2,6000x6000.png,20,5,4,dynamic,1,4,310,4.674440
