Thread,Rows,Work_ms,Init_Mode,Control_ms
0,600,7.59563,serial,9.98403
1,600,7.65556,serial,9.98403
2,600,9.18369,serial,9.98403
3,600,9.18233,serial,9.98403
4,600,9.19664,serial,9.98403
5,600,9.18181,serial,9.98403
6,600,7.66017,serial,9.98403
7,600,8.89859,serial,9.98403
8,600,9.18534,serial,9.98403
9,600,9.19902,serial,9.98403
