Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	226389000000	199881500000	698004000000	22890034335	7038711155	6989709685	36750055125	32970049455	33950050925	44100066150	0	0	0	105770158655	38500057750	910001365	4340006510	205310307965	197890296835	178150267225	731851097775	724851087275	840001260	148862965755	110095802775	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x1f7d8 in func@0x1f784]	24886000000	22436500000	11810500000	0	759522785	749022470	16310024465	3360005040	70000105	140000210	0	0	0	2450003675	0	0	9100013650	10150015225	2380003570	70000105	22330033495	20440030660	0	1295038850	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x20198 in stbi__parse_zlib]	2219500000	1759500000	4186000000	0	70002100	70002100	700001050	350000525	70000105	350000525	140000210	0	0	420000630	0	0	70000105	1750002625	1540002310	910001365	5390008085	3710005565	0	668520055	455013650	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
[Loop@0x1f620 in func@0x1f5fd]	724500000	471500000	218500000	0	17500525	10500315	700001050	280000420	0	0	0	0	0	210000315	0	0	140000210	140000210	140000210	0	630000945	700001050	0	10500315	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
[Loop@0x205c0 in stbi__parse_zlib]	621000000	287500000	425500000	0	10500315	21000630	70000105	70000105	0	210000315	0	0	0	70000105	0	0	140000210	210000315	70000105	140000210	1330001995	420000630	0	136504095	154004620	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
clear_page_erms	460000000	517500000	11500000	0	7000210	7000210	840001260	0	0	0	0	0	0	70000105	0	630000945	630000945	140000210	70000105	0	0	140000210	0	0	42001260	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x1dd60 in stbi__create_png_image_raw]	402500000	299000000	1288000000	0	10500315	7000210	0	0	0	0	0	0	0	70000105	0	70000105	0	490000735	490000735	420000630	1540002310	1400002100	0	521515645	164504935	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	230000000	230000000	690000000	0	42001260	66501995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	49001470	38501155	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	126500000	92000000	34500000	70000105	7000210	7000210	0	140000210	70000105	0	0	0	0	70000105	70000105	0	0	0	0	70000105	70000105	70000105	0	14000420	14000420	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
[Loop@0xe840 in flip_horizontal._omp_fn.0]	126500000	57500000	391000000	0	14000420	3500105	70000105	0	0	0	0	0	0	70000105	0	0	0	70000105	0	0	210000315	560000840	0	56001680	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
