Run_ID,Timestamp_UTC,Image,Operation,Width,Height,Layout,Phase,Repeat,Threads,Schedule,Chunk,Simd_Build,OMP_Places,OMP_Proc_Bind,Hostname,Compiler,Build_Flags,Elapsed_ms,Result_Hash,Validation
layout-Grayscale-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:11:54Z,6000x6000.png,Grayscale,6000,6000,AoS,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,143.825045,937793859b387046,passed
layout-Grayscale-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:11:54Z,6000x6000.png,Grayscale,6000,6000,SoA,AoS_to_SoA,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,76.097939,937793859b387046,passed
layout-Grayscale-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:11:54Z,6000x6000.png,Grayscale,6000,6000,SoA,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,115.513209,937793859b387046,passed
layout-Grayscale-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:11:54Z,6000x6000.png,Grayscale,6000,6000,SoA,SoA_to_AoS,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,73.320552,937793859b387046,passed
layout-Grayscale-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:11:54Z,6000x6000.png,Grayscale,6000,6000,SoA,End_to_End,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,264.931700,937793859b387046,passed
layout-Gaussian_11x11-simd_omp-t1-r2-4000x3000.png,2026-09-19T18:12:07Z,4000x3000.png,Gaussian_11x11,3990,2990,AoS,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,3063.725969,1e8adb9534bf99dc,passed
layout-Gaussian_11x11-simd_omp-t1-r2-4000x3000.png,2026-09-19T18:12:07Z,4000x3000.png,Gaussian_11x11,3990,2990,SoA,AoS_to_SoA,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,23.825722,1e8adb9534bf99dc,passed
layout-Gaussian_11x11-simd_omp-t1-r2-4000x3000.png,2026-09-19T18:12:07Z,4000x3000.png,Gaussian_11x11,3990,2990,SoA,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,6185.648771,1e8adb9534bf99dc,passed
layout-Gaussian_11x11-simd_omp-t1-r2-4000x3000.png,2026-09-19T18:12:07Z,4000x3000.png,Gaussian_11x11,3990,2990,SoA,SoA_to_AoS,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,25.014715,1e8adb9534bf99dc,passed
layout-Gaussian_11x11-simd_omp-t1-r2-4000x3000.png,2026-09-19T18:12:07Z,4000x3000.png,Gaussian_11x11,3990,2990,SoA,End_to_End,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,6234.489208,1e8adb9534bf99dc,passed
layout-Gaussian_11x11-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:12:47Z,6000x6000.png,Gaussian_11x11,5990,5990,AoS,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,9199.555232,c923a906c8989668,passed
layout-Gaussian_11x11-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:12:47Z,6000x6000.png,Gaussian_11x11,5990,5990,SoA,AoS_to_SoA,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,70.906032,c923a906c8989668,passed
layout-Gaussian_11x11-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:12:47Z,6000x6000.png,Gaussian_11x11,5990,5990,SoA,Kernel,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,18618.516527,c923a906c8989668,passed
layout-Gaussian_11x11-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:12:47Z,6000x6000.png,Gaussian_11x11,5990,5990,SoA,SoA_to_AoS,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,73.865043,c923a906c8989668,passed
layout-Gaussian_11x11-simd_omp-t1-r2-6000x6000.png,2026-09-19T18:12:47Z,6000x6000.png,Gaussian_11x11,5990,5990,SoA,End_to_End,2,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=1,18763.287602,c923a906c8989668,passed
layout-Grayscale-simd_off-t1-r2-4000x3000.png,2026-09-19T18:12:48Z,4000x3000.png,Grayscale,4000,3000,AoS,Kernel,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,46.070000,00925fa85224b60c,passed
layout-Grayscale-simd_off-t1-r2-4000x3000.png,2026-09-19T18:12:48Z,4000x3000.png,Grayscale,4000,3000,SoA,AoS_to_SoA,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,24.835278,00925fa85224b60c,passed
layout-Grayscale-simd_off-t1-r2-4000x3000.png,2026-09-19T18:12:48Z,4000x3000.png,Grayscale,4000,3000,SoA,Kernel,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,38.400843,00925fa85224b60c,passed
layout-Grayscale-simd_off-t1-r2-4000x3000.png,2026-09-19T18:12:48Z,4000x3000.png,Grayscale,4000,3000,SoA,SoA_to_AoS,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,25.336523,00925fa85224b60c,passed
layout-Grayscale-simd_off-t1-r2-4000x3000.png,2026-09-19T18:12:48Z,4000x3000.png,Grayscale,4000,3000,SoA,End_to_End,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,88.572644,00925fa85224b60c,passed
layout-Grayscale-simd_off-t1-r2-6000x6000.png,2026-09-19T18:12:50Z,6000x6000.png,Grayscale,6000,6000,AoS,Kernel,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,138.399627,937793859b387046,passed
layout-Grayscale-simd_off-t1-r2-6000x6000.png,2026-09-19T18:12:50Z,6000x6000.png,Grayscale,6000,6000,SoA,AoS_to_SoA,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,74.862879,937793859b387046,passed
layout-Grayscale-simd_off-t1-r2-6000x6000.png,2026-09-19T18:12:50Z,6000x6000.png,Grayscale,6000,6000,SoA,Kernel,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,115.411359,937793859b387046,passed
layout-Grayscale-simd_off-t1-r2-6000x6000.png,2026-09-19T18:12:50Z,6000x6000.png,Grayscale,6000,6000,SoA,SoA_to_AoS,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,73.108990,937793859b387046,passed
layout-Grayscale-simd_off-t1-r2-6000x6000.png,2026-09-19T18:12:50Z,6000x6000.png,Grayscale,6000,6000,SoA,End_to_End,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,263.383228,937793859b387046,passed
layout-Gaussian_11x11-simd_off-t1-r2-4000x3000.png,2026-09-19T18:13:00Z,4000x3000.png,Gaussian_11x11,3990,2990,AoS,Kernel,2,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,3080.365765,1e8adb9534bf99dc,passed
