Thread,Rows,Work_ms,Init_Mode,Control_ms
0,644,8.29877,serial,9.15481
1,587,8.35136,serial,9.15481
2,654,8.35657,serial,9.15481
3,588,8.35678,serial,9.15481
4,590,8.35542,serial,9.15481
5,588,8.35124,serial,9.15481
6,588,8.35144,serial,9.15481
7,587,8.3604,serial,9.15481
8,587,8.35192,serial,9.15481
9,587,8.35133,serial,9.15481
