Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0x30cf6 in gaussian_11_vertical_pass._omp_fn.0]	103500000	57500000	103500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	70000105	210000315	0	0	21000630	0	0	0	0	0	layout_benchmark	[Loop@0x30cf6 in gaussian_11_vertical_pass._omp_fn.0]	[Unknown]	0x30cf6
update_load_avg	103500000	103500000	11500000	0	3500105	3500105	70000105	0	70000105	0	0	0	0	140000210	0	0	0	70000105	0	0	140000210	140000210	0	3500105	0	0	0	0	0	vmlinux	update_load_avg	[Unknown]	0xffffffff844e8870
update_curr	80500000	115000000	0	0	3500105	0	140000210	140000210	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	vmlinux	update_curr	[Unknown]	0xffffffff844ec230
func@0x1e7c4	69000000	34500000	0	0	3500105	0	210000315	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1e7c4	[Unknown]	0x1e7c4
update_cfs_group	69000000	103500000	11500000	0	0	7000210	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	140000210	0	0	7000210	0	0	0	0	0	vmlinux	update_cfs_group	[Unknown]	0xffffffff844ec590
common_interrupt_return	57500000	69000000	11500000	70000105	3500105	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14000420	52501575	0	0	0	0	vmlinux	common_interrupt_return	[Unknown]	0xffffffff85001150
func@0x1f6d4	57500000	11500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1f6d4	[Unknown]	0x1f6d4
[Loop@0x154d0 in stbi__parse_zlib]	46000000	34500000	57500000	0	0	3500105	0	0	0	0	0	0	0	70000105	0	0	0	0	140000210	0	350000525	140000210	0	10500315	17500525	0	0	0	0	layout_benchmark	[Loop@0x154d0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x154d0
copy_user_enhanced_fast_string	46000000	46000000	0	0	0	0	70000105	70000105	70000105	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	copy_user_enhanced_fast_string	[Unknown]	0xffffffff84debf50
native_read_msr	46000000	23000000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	native_read_msr	[Unknown]	0xffffffff8447e7c0
