Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	196029000000	173328000000	687458500000	3850005775	5946678395	6048181440	9940014910	6510009765	6860010290	43190064785	70000105	0	0	85400128100	12390018585	0	2310003465	200760301140	195790293685	175210262815	722401083600	714421071630	910001365	149720491480	111359340680	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x1f7d8 in func@0x1f784]	7383000000	6164000000	3473000000	0	318509555	231006930	4480006720	1260001890	0	0	0	0	0	490000735	0	0	2660003990	3080004620	840001260	0	7140010710	7070010605	0	297508925	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	3139500000	3151000000	11902500000	0	101503045	119003570	70000105	0	0	420000630	0	0	0	1400002100	420000630	0	0	3570005355	3290004935	4130006195	14560021840	12950019425	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xe850 in _Z15flip_horizontalR10ImageState._omp_fn.0]	[Unknown]	0xe850
[Loop@0x20198 in stbi__parse_zlib]	2173500000	1667500000	4209000000	0	63001890	70002100	280000420	140000210	70000105	210000315	140000210	0	0	350000525	0	0	280000420	1540002310	1540002310	770001155	5740008610	3500005250	0	602018060	444513335	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
clear_page_erms	621000000	540500000	0	0	45501365	35001050	1330001995	0	0	0	0	0	0	0	70000105	420000630	420000630	70000105	70000105	0	70000105	210000315	0	0	28000840	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x205c0 in stbi__parse_zlib]	460000000	437000000	494500000	0	10500315	10500315	350000525	210000315	0	210000315	0	0	0	140000210	0	0	0	420000630	70000105	140000210	980001470	210000315	0	140004200	136504095	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0x1dd60 in stbi__create_png_image_raw]	414000000	264500000	1288000000	0	0	7000210	0	0	0	0	0	0	0	210000315	0	0	0	560000840	490000735	420000630	1400002100	1470002205	0	518015540	175005250	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0x1f620 in func@0x1f5fd]	299000000	299000000	172500000	0	10500315	3500105	140000210	0	0	0	0	0	0	0	0	0	70000105	70000105	0	0	140000210	210000315	0	21000630	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	218500000	218500000	690000000	0	0	3500105	0	420000630	70000105	0	0	0	0	140000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0xe840 in flip_horizontal._omp_fn.0]	126500000	69000000	471500000	0	3500105	0	0	0	0	0	0	0	0	0	0	0	70000105	140000210	0	0	140000210	630000945	0	70002100	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
__memcpy_avx_unaligned_erms	115000000	92000000	0	0	3500105	17500525	490000735	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	3500105	10500315	0	0	0	0	libc.so.6	__memcpy_avx_unaligned_erms	[Unknown]	0x152a80
[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	92000000	46000000	23000000	0	3500105	0	0	70000105	70000105	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	10500315	7000210	0	0	0	0	libc.so.6	[Loop@0x152f85 in __memcpy_avx_unaligned_erms]	[Unknown]	0x152f85
update_load_avg	80500000	103500000	23000000	70000105	0	0	70000105	140000210	70000105	0	0	0	0	0	0	0	0	0	0	0	140000210	0	0	10500315	0	0	0	0	0	vmlinux	update_load_avg	[Unknown]	0xffffffff844e8870
[Loop@0x1ab20 in stbi__convert_format]	69000000	57500000	46000000	70000105	0	0	70000105	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0x1ab20 in stbi__convert_format(unsigned char*, int, int, unsigned int, unsigned int)]	[Unknown]	0x1ab20
[Loop@0x1fb28 in stbi__compute_huffman_codes]	57500000	11500000	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0x1fb28 in stbi__compute_huffman_codes(stbi__zbuf*)]	[Unknown]	0x1fb28
[Loop@0x203d0 in stbi__parse_zlib]	57500000	34500000	92000000	0	0	3500105	70000105	0	0	0	0	0	0	0	0	0	0	140000210	70000105	70000105	140000210	70000105	0	14000420	17500525	0	0	0	0	flip_profile_runner	[Loop@0x203d0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x203d0
asm_sysvec_apic_timer_interrupt	57500000	34500000	11500000	0	7000210	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	asm_sysvec_apic_timer_interrupt	[Unknown]	0xffffffff85000ef0
[Loop@0x1524a0 in __memcmp_avx2_movbe]	46000000	46000000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	70000105	70000105	70000105	0	10500315	0	0	0	0	0	libc.so.6	[Loop@0x1524a0 in __memcmp_avx2_movbe]	[Unknown]	0x1524a0
update_curr	46000000	11500000	0	0	7000210	0	140000210	210000315	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	0	vmlinux	update_curr	[Unknown]	0xffffffff844ec230
func@0x1e7c4	34500000	34500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	func@0x1e7c4	[Unknown]	0x1e7c4
