Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
[Loop@0xe850 in flip_horizontal._omp_fn.0]	198099000000	175271500000	697969500000	3570005355	6114683435	6107683225	9800014700	5950008925	6090009135	44100066150	0	0	0	81550122325	7560011340	0	2380003570	200970301455	196210294315	178430267645	738991108485	730661095990	770001155	149153474470	109871796055	0	0	0	0	flip_profile_runner	[Loop@0xe850 in flip_horizontal._omp_fn.0]	[Unknown]	0xe850
[Loop@0x1f7d8 in func@0x1f784]	11879500000	10511000000	5301500000	0	395511865	399011970	7560011340	2450003675	0	0	0	0	0	770001155	0	0	3710005565	6580009870	1960002940	0	8820013230	8540012810	0	465513965	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f7d8 in func@0x1f784]	[Unknown]	0x1f7d8
[Loop@0x20198 in stbi__parse_zlib]	2265500000	1644500000	4105500000	0	56001680	56001680	560000840	350000525	70000105	420000630	70000105	0	0	350000525	0	0	210000315	2310003465	1470002205	980001470	5460008190	3640005460	0	637019110	497014910	0	0	0	0	flip_profile_runner	[Loop@0x20198 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x20198
clear_page_erms	609500000	448500000	0	0	31500945	45501365	1260001890	0	0	0	0	0	0	0	0	350000525	420000630	140000210	0	0	0	0	0	0	38501155	0	0	0	0	vmlinux	clear_page_erms	[Unknown]	0xffffffff84deb980
[Loop@0x1f620 in func@0x1f5fd]	552000000	379500000	241500000	70000105	31500945	17500525	350000525	70000105	70000105	0	0	0	0	70000105	0	0	280000420	70000105	140000210	0	140000210	210000315	0	38501155	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1f620 in func@0x1f5fd]	[Unknown]	0x1f620
[Loop@0x205c0 in stbi__parse_zlib]	391000000	391000000	540500000	0	10500315	3500105	140000210	70000105	0	70000105	70000105	0	0	140000210	0	0	0	70000105	350000525	140000210	1050001575	420000630	0	133003990	115503465	0	0	0	0	flip_profile_runner	[Loop@0x205c0 in stbi__parse_zlib(stbi__zbuf*, int)]	[Unknown]	0x205c0
[Loop@0x1dd60 in stbi__create_png_image_raw]	368000000	287500000	1311000000	0	14000420	14000420	0	0	0	0	0	0	0	210000315	0	0	0	420000630	490000735	420000630	1400002100	1330001995	0	374511235	98002940	0	0	0	0	flip_profile_runner	[Loop@0x1dd60 in stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)]	[Unknown]	0x1dd60
[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	230000000	230000000	690000000	0	0	38501155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flip_profile_runner	[Loop@0xd438 in flip_horizontal_profiled._omp_fn.0]	[Unknown]	0xd438
[Loop@0xe840 in flip_horizontal._omp_fn.0]	195500000	57500000	402500000	0	3500105	3500105	0	0	0	0	0	0	0	0	0	0	0	140000210	280000420	140000210	140000210	420000630	0	77002310	0	0	0	0	0	flip_profile_runner	[Loop@0xe840 in flip_horizontal._omp_fn.0]	[Unknown]	0xe840
__memcpy_avx_unaligned_erms	149500000	126500000	0	0	35001050	35001050	700001050	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	10500315	0	0	0	0	libc.so.6	__memcpy_avx_unaligned_erms	[Unknown]	0x152a80
